Date,Weather_ID,Location_ID,Rainfall_Index,Temperature
2022-06-23,W476,L5,194.1,28
2022-06-20,W477,L5,194.1,28
2022-06-11,W478,L5,194.1,28
2022-06-15,W479,L5,194.1,28
2022-06-20,W480,L5,194.1,28
2022-06-12,W481,L5,194.1,28
2022-06-17,W482,L5,194.1,28
2022-06-28,W483,L5,194.1,28
2022-06-12,W484,L5,194.1,28
2022-06-18,W485,L5,194.1,28
2022-06-23,W486,L5,194.1,28
2022-06-24,W487,L5,194.1,28
2022-06-24,W488,L5,194.1,28
2022-06-21,W489,L5,194.1,28
2022-06-22,W490,L5,194.1,28
2022-06-20,W491,L5,194.1,28
2022-07-04,W492,L5,194.1,28
2022-06-09,W493,L5,194.1,28
2022-06-13,W494,L5,194.1,28
2022-06-20,W495,L5,194.1,28
2022-06-22,W496,L5,194.1,28
2022-06-17,W497,L5,194.1,28
2022-07-05,W498,L5,194.1,28
2022-06-07,W499,L5,194.1,28
2022-06-17,W500,L5,194.1,28
2022-06-20,W501,L5,194.1,28
2022-06-30,W502,L5,194.1,28
2022-06-23,W503,L5,194.1,28
2022-06-19,W504,L5,194.1,28
2022-06-15,W505,L5,194.1,28
2022-06-17,W506,L5,194.1,28
2022-06-09,W507,L5,194.1,28
2022-06-20,W508,L5,194.1,28
2022-06-13,W509,L5,194.1,28
2022-06-30,W510,L5,194.1,28
2022-06-19,W511,L5,194.1,28
2022-06-28,W512,L5,194.1,28
2022-07-01,W513,L5,194.1,28
2022-06-16,W514,L5,194.1,28
2022-06-15,W515,L5,194.1,28
2022-06-22,W516,L5,194.1,28
2022-06-18,W517,L5,194.1,28
2022-06-16,W518,L5,194.1,28
2022-07-03,W519,L5,194.1,28
2022-06-18,W520,L5,194.1,28
2022-06-19,W521,L5,194.1,28
2022-06-17,W522,L5,194.1,28
2022-06-09,W523,L5,194.1,28
2022-06-08,W524,L5,194.1,28
2022-07-01,W525,L5,194.1,28
2022-06-28,W526,L5,194.1,28
2022-06-12,W527,L5,194.1,28
2022-06-20,W528,L5,194.1,28
2022-06-10,W529,L5,194.1,28
2022-06-14,W530,L5,194.1,28
2022-06-12,W531,L5,194.1,28
2022-06-27,W532,L5,194.1,28
2022-06-24,W533,L5,194.1,28
2022-06-20,W534,L5,194.1,28
2022-06-14,W535,L5,194.1,28
2022-06-29,W536,L5,194.1,28
2022-06-27,W537,L5,194.1,28
2022-06-25,W538,L5,194.1,28
2022-06-28,W539,L5,194.1,28
2022-06-10,W540,L5,194.1,28
2022-06-14,W541,L5,194.1,28
2022-07-01,W542,L5,194.1,28
2022-06-26,W543,L5,194.1,28
2022-06-07,W544,L5,194.1,28
2022-06-21,W545,L5,194.1,28
2022-06-10,W546,L5,194.1,28
2022-07-02,W547,L5,194.1,28
2022-06-07,W548,L5,194.1,28
2022-06-07,W549,L5,194.1,28
2022-07-01,W550,L5,194.1,28
2022-07-06,W551,L5,194.1,28
2022-06-28,W552,L5,194.1,28
2022-06-18,W553,L5,194.1,28
2022-06-17,W554,L5,194.1,28
2022-06-10,W555,L5,194.1,28
2022-06-15,W556,L5,194.1,28
2022-06-12,W557,L5,194.1,28
2022-06-25,W558,L5,194.1,28
2022-06-21,W559,L5,194.1,28
2022-07-01,W560,L5,194.1,28
2022-06-07,W561,L5,194.1,28
2022-06-09,W562,L5,194.1,28
2022-06-21,W563,L5,194.1,28
2022-06-20,W564,L5,194.1,28
2022-06-09,W565,L5,194.1,28
2022-06-29,W566,L5,194.1,28
2022-07-03,W567,L5,194.1,28
2022-06-19,W568,L5,194.1,28
2022-06-17,W569,L5,194.1,28
2022-07-04,W570,L5,194.1,28
2022-06-28,W571,L5,194.1,28
2022-06-12,W572,L5,194.1,28
2022-06-21,W573,L5,194.1,28
2022-06-19,W574,L5,194.1,28
2022-06-13,W575,L5,194.1,28
2022-06-27,W576,L5,194.1,28
2022-06-13,W577,L5,194.1,28
2022-07-05,W578,L5,194.1,28
2022-06-20,W579,L5,194.1,28
2022-06-10,W580,L5,194.1,28
2022-06-27,W581,L5,194.1,28
2022-06-21,W582,L5,194.1,28
2022-06-28,W583,L5,194.1,28
2022-06-25,W584,L5,194.1,28
2022-06-17,W585,L5,194.1,28
2022-06-07,W586,L5,194.1,28
2022-06-17,W587,L5,194.1,28
2022-06-07,W588,L5,194.1,28
2022-06-12,W589,L5,194.1,28
2022-07-06,W590,L5,194.1,28
2022-06-28,W591,L5,194.1,28
2022-06-26,W592,L5,194.1,28
2022-06-17,W593,L5,194.1,28
2022-07-02,W594,L5,194.1,28
2022-06-20,W595,L5,194.1,28
2022-06-28,W596,L5,194.1,28
2022-06-21,W597,L5,194.1,28
2022-06-14,W598,L5,194.1,28
2022-06-18,W599,L5,194.1,28
2022-06-21,W600,L5,194.1,28
2022-07-04,W601,L5,194.1,28
2022-06-11,W602,L5,194.1,28
2022-07-03,W603,L5,194.1,28
2022-06-10,W604,L5,194.1,28
2022-06-14,W605,L5,194.1,28
2022-06-13,W606,L5,194.1,28
2022-06-13,W607,L5,194.1,28
2022-06-26,W608,L5,194.1,28
2022-07-05,W609,L5,194.1,28
2022-06-22,W610,L5,194.1,28
2022-06-07,W611,L5,194.1,28
2022-06-23,W612,L5,194.1,28
2022-06-08,W613,L5,194.1,28
2022-06-30,W614,L5,194.1,28
2022-07-05,W615,L5,194.1,28
2022-06-11,W616,L5,194.1,28
2022-06-23,W617,L5,194.1,28
2022-06-29,W618,L5,194.1,28
2022-06-28,W619,L5,194.1,28
2022-06-27,W620,L5,194.1,28
2022-07-05,W621,L5,194.1,28
2022-06-28,W622,L5,194.1,28
2022-06-12,W623,L5,194.1,28
2022-06-13,W624,L5,194.1,28
2022-06-23,W625,L5,194.1,28
2022-06-29,W626,L5,194.1,28
2022-06-13,W627,L5,194.1,28
2022-06-11,W628,L5,194.1,28
2022-07-06,W629,L5,194.1,28
2022-06-24,W630,L5,194.1,28
2022-07-04,W631,L5,194.1,28
2022-06-11,W632,L5,194.1,28
2022-06-19,W633,L5,194.1,28
2022-06-25,W634,L5,194.1,28
2022-06-11,W635,L5,194.1,28
2022-06-24,W636,L5,194.1,28
2022-06-08,W637,L5,194.1,28
2022-06-16,W638,L5,194.1,28
2022-06-25,W639,L5,194.1,28
2022-06-10,W640,L5,194.1,28
2022-06-07,W641,L5,194.1,28
2022-07-03,W642,L5,194.1,28
2022-06-07,W643,L5,194.1,28
2022-06-12,W644,L5,194.1,28
2022-06-23,W645,L5,194.1,28
2022-06-30,W646,L5,194.1,28
2022-06-18,W647,L5,194.1,28
2022-06-27,W648,L5,194.1,28
2022-06-19,W649,L5,194.1,28
2022-07-04,W650,L5,194.1,28
2022-06-30,W651,L5,194.1,28
2022-06-10,W652,L5,194.1,28
2022-06-09,W653,L5,194.1,28
2022-06-10,W654,L5,194.1,28
2022-06-22,W655,L5,194.1,28
2022-06-10,W656,L5,194.1,28
2022-06-27,W657,L5,194.1,28
2022-07-01,W658,L5,194.1,28
2022-07-06,W659,L5,194.1,28
2022-06-16,W660,L5,194.1,28
2022-06-29,W661,L5,194.1,28
2022-07-02,W662,L5,194.1,28
2022-06-22,W663,L5,194.1,28
2022-06-21,W664,L5,194.1,28
2022-06-19,W665,L5,194.1,28
2022-07-05,W666,L5,194.1,28
2022-06-16,W667,L5,194.1,28
2022-06-26,W668,L5,194.1,28
2022-06-21,W669,L5,194.1,28
2022-06-11,W670,L5,194.1,28
2022-06-25,W671,L5,194.1,28
2022-06-20,W672,L5,194.1,28
2022-07-03,W673,L5,194.1,28
2022-07-05,W674,L5,194.1,28
2022-06-21,W675,L5,194.1,28
2022-06-10,W676,L5,194.1,28
2022-06-28,W677,L5,194.1,28
2022-07-04,W678,L5,194.1,28
2022-06-10,W679,L5,194.1,28
2022-06-13,W680,L5,194.1,28
2022-06-27,W681,L5,194.1,28
2022-06-29,W682,L5,194.1,28
2022-06-10,W683,L5,194.1,28
2022-06-28,W684,L5,194.1,28
2022-06-19,W685,L5,194.1,28
2022-06-07,W686,L5,194.1,28
2022-06-27,W687,L5,194.1,28
2022-06-16,W688,L5,194.1,28
2022-06-20,W689,L5,194.1,28
2022-07-02,W690,L5,194.1,28
2022-06-30,W691,L5,194.1,28
2022-06-14,W692,L5,194.1,28
2022-06-14,W693,L5,194.1,28
2022-06-18,W694,L5,194.1,28
2022-06-08,W695,L5,194.1,28
2022-06-26,W696,L5,194.1,28
2022-06-28,W697,L5,194.1,28
2022-06-21,W698,L5,194.1,28
2022-06-20,W699,L5,194.1,28
2022-06-26,W700,L5,194.1,28
2022-06-24,W701,L5,194.1,28
2022-07-04,W702,L5,194.1,28
2022-07-01,W703,L5,194.1,28
2022-07-06,W704,L5,194.1,28
2022-07-05,W705,L5,194.1,28
2022-06-10,W706,L5,194.1,28
2022-06-19,W707,L5,194.1,28
2022-06-17,W708,L5,194.1,28
2022-06-18,W709,L5,194.1,28
2022-06-26,W710,L5,194.1,28
2022-07-04,W711,L5,194.1,28
2022-06-27,W712,L5,194.1,28
2022-06-18,W713,L5,194.1,28
2022-06-25,W714,L5,194.1,28
2022-06-19,W715,L5,194.1,28
2022-06-14,W716,L5,194.1,28
2022-07-01,W717,L5,194.1,28
2022-06-24,W718,L5,194.1,28
2022-07-03,W719,L5,194.1,28
2022-06-14,W720,L5,194.1,28
2022-06-13,W721,L5,194.1,28
2022-06-19,W722,L5,194.1,28
2022-06-10,W723,L5,194.1,28
2022-06-26,W724,L5,194.1,28
2022-06-21,W725,L5,194.1,28
2022-06-25,W726,L5,194.1,28
2022-07-02,W727,L5,194.1,28
2022-06-28,W728,L5,194.1,28
2022-06-16,W729,L5,194.1,28
2022-06-13,W730,L5,194.1,28
2022-06-25,W731,L5,194.1,28
2022-06-17,W732,L5,194.1,28
2022-07-03,W733,L5,194.1,28
